userPrincipalName,displayName,department,jobTitle,jobFamily,city,country,costCenter,manager,businessUnit
"faustine.fotheringay0666@contoso-health.com","Fotheringay, Faustine M","Data & Analytics","Data Engineer","Data Science","Glasgow","United Kingdom","CC-1060","Dunmore, Griselda E","Technology"
"millicent.foxcroft0667@contoso-health.com","Foxcroft, Millicent R","Data & Analytics","Analytics Manager","Data Science","Dublin","Ireland","CC-1060","Dunmore, Griselda E","Technology"
"nathaniel.hetherington0668@contoso-health.com","Hetherington, Nathaniel D","Data & Analytics","Data Analyst","Data Science","Glasgow","United Kingdom","CC-1060","Dunmore, Griselda E","Technology"
"anastasia.barrowman0669@contoso-health.com","Barrowman, Anastasia S","Data & Analytics","BI Developer","Data Science","Leeds","United Kingdom","CC-1060","Rushworth, Cassian C","Technology"
"ursula.merriweather0670@contoso-health.com","Merriweather, Ursula T","Data & Analytics","Analytics Manager","Data Science","Glasgow","United Kingdom","CC-1060","Rushworth, Cassian C","Technology"
"garrick.tarrington0671@contoso-health.com","Tarrington, Garrick D","Data & Analytics","Data Scientist","Data Science","Dublin","Ireland","CC-1060","Rushworth, Cassian C","Technology"
"ophelia.hepplewhite0672@contoso-health.com","Hepplewhite, Ophelia J","Data & Analytics","BI Developer","Data Science","Leeds","United Kingdom","CC-1060","Rushworth, Cassian C","Technology"
"vanessa.cadwallader0673@contoso-health.com","Cadwallader, Vanessa R","Data & Analytics","BI Developer","Data Science","Leeds","United Kingdom","CC-1060","Dunmore, Griselda E","Technology"
"eloise.attenborough0674@contoso-health.com","Attenborough, Eloise O","Data & Analytics","Analytics Manager","Data Science","Bristol","United Kingdom","CC-1060","Rushworth, Cassian C","Technology"
"nathaniel.fenwick0675@contoso-health.com","Fenwick, Nathaniel S","Data & Analytics","Senior Data Analyst","Data Science","Bristol","United Kingdom","CC-1060","Rushworth, Cassian C","Technology"
"wilhelmina.vansittart0676@contoso-health.com","Vansittart, Wilhelmina B","Data & Analytics","Analytics Manager","Data Science","Leeds","United Kingdom","CC-1060","Dunmore, Griselda E","Technology"
"isadora.eastgate0677@contoso-health.com","Eastgate, Isadora T","Data & Analytics","Senior Data Analyst","Data Science","Birmingham","United Kingdom","CC-1060","Dunmore, Griselda E","Technology"
"ulrica.rothwell0678@contoso-health.com","Rothwell, Ulrica M","Data & Analytics","Senior Data Analyst","Data Science","Belfast","United Kingdom","CC-1060","Dunmore, Griselda E","Technology"
"humphrey.willoughby0679@contoso-health.com","Willoughby, Humphrey M","Data & Analytics","Analytics Manager","Data Science","London","United Kingdom","CC-1060","Rushworth, Cassian C","Technology"
"bridget.heatherington0680@contoso-health.com","Heatherington, Bridget I","Data & Analytics","Data Scientist","Data Science","Glasgow","United Kingdom","CC-1060","Rushworth, Cassian C","Technology"
"isadora.wrexham0681@contoso-health.com","Wrexham, Isadora W","Data & Analytics","Data Engineer","Data Science","Manchester","United Kingdom","CC-1060","Dunmore, Griselda E","Technology"
"sybilla.garforth0682@contoso-health.com","Garforth, Sybilla W","Data & Analytics","Data Scientist","Data Science","Manchester","United Kingdom","CC-1060","Rushworth, Cassian C","Technology"
"xanthe.osbaldeston0683@contoso-health.com","Osbaldeston, Xanthe N","Data & Analytics","BI Developer","Data Science","Manchester","United Kingdom","CC-1060","Dunmore, Griselda E","Technology"
"thaddeus.crowhurst0684@contoso-health.com","Crowhurst, Thaddeus M","Data & Analytics","BI Developer","Data Science","London","United Kingdom","CC-1060","Dunmore, Griselda E","Technology"
"odette.glossop0685@contoso-health.com","Glossop, Odette T","Data & Analytics","Data Analyst","Data Science","London","United Kingdom","CC-1060","Dunmore, Griselda E","Technology"
"valentine.grantham0686@contoso-health.com","Grantham, Valentine A","Data & Analytics","Data Scientist","Data Science","Bristol","United Kingdom","CC-1060","Dunmore, Griselda E","Technology"
"marianne.foxcroft0687@contoso-health.com","Foxcroft, Marianne L","Data & Analytics","Senior Data Analyst","Data Science","Leeds","United Kingdom","CC-1060","Rushworth, Cassian C","Technology"
"aurelia.pargeter0688@contoso-health.com","Pargeter, Aurelia S","Data & Analytics","Senior Data Analyst","Data Science","Cardiff","United Kingdom","CC-1060","Dunmore, Griselda E","Technology"
"florence.ramsbottom0689@contoso-health.com","Ramsbottom, Florence E","Data & Analytics","Analytics Manager","Data Science","Bristol","United Kingdom","CC-1060","Rushworth, Cassian C","Technology"
"phineas.marchetti0690@contoso-health.com","Marchetti, Phineas T","Data & Analytics","BI Developer","Data Science","Birmingham","United Kingdom","CC-1060","Dunmore, Griselda E","Technology"
"millicent.cholmondeley0691@contoso-health.com","Cholmondeley, Millicent K","Data & Analytics","BI Developer","Data Science","Glasgow","United Kingdom","CC-1060","Dunmore, Griselda E","Technology"
"magdalena.swinburne0692@contoso-health.com","Swinburne, Magdalena T","Data & Analytics","Data Analyst","Data Science","Dublin","Ireland","CC-1060","Rushworth, Cassian C","Technology"
"odette.thackeray0693@contoso-health.com","Thackeray, Odette H","Data & Analytics","Analytics Manager","Data Science","Birmingham","United Kingdom","CC-1060","Rushworth, Cassian C","Technology"
"silas.postlethwaite0694@contoso-health.com","Postlethwaite, Silas F","Data & Analytics","Analytics Manager","Data Science","Birmingham","United Kingdom","CC-1060","Rushworth, Cassian C","Technology"
"wilhelmina.underhill0695@contoso-health.com","Underhill, Wilhelmina G","Network Management","Contract Negotiator","Provider Network","Bristol","United Kingdom","CC-1070","Trelawney, Marcus D","Technology"
"zachary.beauchamp0696@contoso-health.com","Beauchamp, Zachary K","Network Management","Provider Network Analyst","Provider Network","Dublin","Ireland","CC-1070","Trelawney, Marcus D","Technology"
"godfrey.quested0697@contoso-health.com","Quested, Godfrey W","Network Management","Director, Network Strategy","Provider Network","Dublin","Ireland","CC-1070","Underhill, Wilhelmina G","Technology"
"wistan.overton0698@contoso-health.com","Overton, Wistan N","Network Management","Provider Relations Specialist","Provider Network","Leeds","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"jerome.littlewood0699@contoso-health.com","Littlewood, Jerome P","Network Management","Provider Network Analyst","Provider Network","Manchester","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"sybilla.urquhart0700@contoso-health.com","Urquhart, Sybilla K","Network Management","Contract Negotiator","Provider Network","Birmingham","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"una.northcote0701@contoso-health.com","Northcote, Una C","Network Management","Director, Network Strategy","Provider Network","Birmingham","United Kingdom","CC-1070","Underhill, Wilhelmina G","Technology"
"barnaby.ashdown0702@contoso-health.com","Ashdown, Barnaby C","Network Management","Director, Network Strategy","Provider Network","Leeds","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"sebastian.kirkbride0703@contoso-health.com","Kirkbride, Sebastian R","Network Management","Provider Network Analyst","Provider Network","Birmingham","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"wistan.quennell0704@contoso-health.com","Quennell, Wistan C","Network Management","Contract Negotiator","Provider Network","Bristol","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"octavia.dinsdale0705@contoso-health.com","Dinsdale, Octavia M","Network Management","Director, Network Strategy","Provider Network","Belfast","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"tobias.northcote0706@contoso-health.com","Northcote, Tobias R","Network Management","Provider Network Analyst","Provider Network","Birmingham","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"ernest.beauchamp0707@contoso-health.com","Beauchamp, Ernest G","Network Management","Provider Relations Specialist","Provider Network","Glasgow","United Kingdom","CC-1070","Underhill, Wilhelmina G","Technology"
"juliet.nuttall0708@contoso-health.com","Nuttall, Juliet R","Network Management","Contract Negotiator","Provider Network","Birmingham","United Kingdom","CC-1070","Underhill, Wilhelmina G","Technology"
"petra.middleton0709@contoso-health.com","Middleton, Petra E","Network Management","Network Development Manager","Provider Network","Glasgow","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"peregrine.haddonfield0710@contoso-health.com","Haddonfield, Peregrine L","Network Management","Provider Network Analyst","Provider Network","Dublin","Ireland","CC-1070","Beauchamp, Zachary K","Technology"
"delphine.pargeter0711@contoso-health.com","Pargeter, Delphine T","Network Management","Provider Network Analyst","Provider Network","Dublin","Ireland","CC-1070","Underhill, Wilhelmina G","Technology"
"desmond.higginbotham0712@contoso-health.com","Higginbotham, Desmond L","Network Management","Network Development Manager","Provider Network","Leeds","United Kingdom","CC-1070","Underhill, Wilhelmina G","Technology"
"helena.kingsmill0713@contoso-health.com","Kingsmill, Helena O","Network Management","Contract Negotiator","Provider Network","Birmingham","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"dominic.glenister0714@contoso-health.com","Glenister, Dominic K","Network Management","Director, Network Strategy","Provider Network","Belfast","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"clementine.dewhurst0715@contoso-health.com","Dewhurst, Clementine F","Network Management","Provider Network Analyst","Provider Network","Bristol","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"pascoe.ramsbottom0716@contoso-health.com","Ramsbottom, Pascoe M","Network Management","Director, Network Strategy","Provider Network","Leeds","United Kingdom","CC-1070","Underhill, Wilhelmina G","Technology"
"lavinia.kembleford0717@contoso-health.com","Kembleford, Lavinia R","Network Management","Contract Negotiator","Provider Network","Dublin","Ireland","CC-1070","Underhill, Wilhelmina G","Technology"
"lysander.rothwell0718@contoso-health.com","Rothwell, Lysander N","Network Management","Provider Relations Specialist","Provider Network","Cardiff","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"wistan.winterbottom0719@contoso-health.com","Winterbottom, Wistan F","Network Management","Director, Network Strategy","Provider Network","Cardiff","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"frederica.willoughby0720@contoso-health.com","Willoughby, Frederica D","Network Management","Director, Network Strategy","Provider Network","Glasgow","United Kingdom","CC-1070","Underhill, Wilhelmina G","Technology"
"oliver.westbrook0721@contoso-health.com","Westbrook, Oliver N","Network Management","Director, Network Strategy","Provider Network","Birmingham","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"faustine.ballantyne0722@contoso-health.com","Ballantyne, Faustine J","Network Management","Director, Network Strategy","Provider Network","Birmingham","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"cyprian.tremayne0723@contoso-health.com","Tremayne, Cyprian S","Network Management","Provider Network Analyst","Provider Network","Manchester","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"jerome.cholmondeley0724@contoso-health.com","Cholmondeley, Jerome I","Network Management","Provider Network Analyst","Provider Network","Birmingham","United Kingdom","CC-1070","Underhill, Wilhelmina G","Technology"
"rhiannon.selwyn0725@contoso-health.com","Selwyn, Rhiannon G","Network Management","Network Development Manager","Provider Network","Leeds","United Kingdom","CC-1070","Underhill, Wilhelmina G","Technology"
"ignatius.willoughby0726@contoso-health.com","Willoughby, Ignatius L","Network Management","Provider Network Analyst","Provider Network","Dublin","Ireland","CC-1070","Underhill, Wilhelmina G","Technology"
"juliet.thorncroft0727@contoso-health.com","Thorncroft, Juliet H","Network Management","Network Development Manager","Provider Network","Belfast","United Kingdom","CC-1070","Underhill, Wilhelmina G","Technology"
"dominic.blackwood0728@contoso-health.com","Blackwood, Dominic I","Network Management","Contract Negotiator","Provider Network","London","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"ulric.bexworth0729@contoso-health.com","Bexworth, Ulric H","Network Management","Provider Relations Specialist","Provider Network","Leeds","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"ysabel.mordaunt0730@contoso-health.com","Mordaunt, Ysabel N","Network Management","Provider Relations Specialist","Provider Network","Leeds","United Kingdom","CC-1070","Underhill, Wilhelmina G","Technology"
"montgomery.verinder0731@contoso-health.com","Verinder, Montgomery R","Network Management","Director, Network Strategy","Provider Network","Belfast","United Kingdom","CC-1070","Underhill, Wilhelmina G","Technology"
"xavier.ledbetter0732@contoso-health.com","Ledbetter, Xavier B","Network Management","Provider Network Analyst","Provider Network","Glasgow","United Kingdom","CC-1070","Beauchamp, Zachary K","Technology"
"hermione.blackwood0733@contoso-health.com","Blackwood, Hermione T","Network Management","Director, Network Strategy","Provider Network","Bristol","United Kingdom","CC-1070","Underhill, Wilhelmina G","Technology"
"beatrice.hetherington0734@contoso-health.com","Hetherington, Beatrice M","Network Management","Provider Network Analyst","Provider Network","Dublin","Ireland","CC-1070","Underhill, Wilhelmina G","Technology"
"temperance.hargreaves0735@contoso-health.com","Hargreaves, Temperance B","Network Management","Network Development Manager","Provider Network","Dublin","Ireland","CC-1070","Underhill, Wilhelmina G","Technology"
"josephine.holbrook0736@contoso-health.com","Holbrook, Josephine R","Network Management","Network Development Manager","Provider Network","Cardiff","United Kingdom","CC-1070","Underhill, Wilhelmina G","Technology"
"theodora.balfour0737@contoso-health.com","Balfour, Theodora G","Network Management","Provider Network Analyst","Provider Network","Birmingham","United Kingdom","CC-1070","Underhill, Wilhelmina G","Technology"
"zachary.cranbrook0738@contoso-health.com","Cranbrook, Zachary L","Network Management","Contract Negotiator","Provider Network","Birmingham","United Kingdom","CC-1070","Underhill, Wilhelmina G","Technology"
"camilla.fitzgerald0739@contoso-health.com","Fitzgerald, Camilla P","Network Management","Director, Network Strategy","Provider Network","Cardiff","United Kingdom","CC-1070","Underhill, Wilhelmina G","Technology"
"magdalena.grantham0740@contoso-health.com","Grantham, Magdalena O","Network Management","Provider Relations Specialist","Provider Network","Birmingham","United Kingdom","CC-1070","Underhill, Wilhelmina G","Technology"
